any,tipus_de_territori,territori,renda,preu_lloguer,poblacio_total,Espanya,No consta,Resta de la Unió Europea,Resta del món,Educació primària o inferior,Educació superior,Primera etapa d’educació secundària i similar,Segona etapa d’educació secundària i similar,atur,num_contractes,superficie_mitja,hut,territori_id,pct_ue,pct_mon,indicador_socio,indicador_housing,indicador_demo,indicador_turisme,indicador_global_pca,indicador_gentrificacio,cluster,cluster_label,pc1,pc2,creixement,categoria_gentrificacio
2014,Barri,baro de viver,,-2.9914599442674987,2479,2226.0,0.0,28.0,225.0,,,,,1810.0,-1.1615251308117835,-0.928159845211624,,0,-0.7845876449530812,-0.3701192794854205,-1.0448424880117038,-2.9914599442674987,-0.5773534622192509,1.0092936587501425e-17,-2.087245744137729,-1.326361422127611,2,Baixa gentrificació,-5.205694361985684,-1.7807785936435705,-0.44869075211464865,Desgentrificació
2015,Barri,baro de viver,-1.381272123846689,-2.690113977359731,2482,2226.0,0.0,32.0,224.0,,,,,1690.0,-1.1736659869464434,-1.087144216638551,,0,-0.7396343626123444,-0.3768596564518773,-1.2140274424772275,-2.690113977359731,-0.5582470095321108,1.0092936587501425e-17,-1.947762637991519,-1.28289182785751,2,Baixa gentrificació,-5.034541295135694,-1.9598280328680195,-0.44869075211464865,Desgentrificació
2016,Barri,baro de viver,-1.3779753393116148,-3.1253914851153954,2511,2249.0,0.0,35.0,227.0,,,,,1520.0,-1.20199465126065,-0.8725153152121993,,0,-0.7102129372921312,-0.3748552955794932,-1.150828435261488,-3.1253914851153954,-0.5425341164358122,1.0092936587501425e-17,-2.1402017180357635,-1.3913727994002274,2,Baixa gentrificació,-5.466450774737476,-1.987047954075628,-0.44869075211464865,Desgentrificació
2017,Barri,baro de viver,-1.3743593092328632,-2.2213535843920926,2539,2247.0,0.0,35.0,257.0,,,,,1320.0,-1.230323315574856,0.1847307547768654,,0,-0.7145372242330891,-0.2325972624263991,-0.8066506233436179,-2.2213535843920926,-0.4735672433297441,1.0092936587501425e-17,-1.5906116635038865,-1.003114710986662,2,Baixa gentrificació,-3.934437328345192,-1.3347162849552487,-0.44869075211464865,Desgentrificació
2018,Barri,baro de viver,-1.3332038333460603,-1.7860760766364283,2535,2211.0,0.0,39.0,285.0,,,,,1220.0,-1.1939007471708765,0.6775823062003381,,0,-0.6695358567243178,-0.0852588946924639,-0.6165074247721996,-1.7860760766364283,-0.3773973757083909,1.0092936587501425e-17,-1.271716944435809,-0.7962545255642665,2,Baixa gentrificació,-3.123850976411837,-1.031410469069034,-0.44869075211464865,Desgentrificació
2019,Barri,baro de viver,-1.4094227422203336,-2.12090492875617,2604,2233.0,0.0,44.0,327.0,,,,,1150.0,-1.2384172196646297,0.0654924762066701,,0,-0.6269874334669441,0.0876536883919628,-0.8607824952260975,-2.12090492875617,-0.2696668725374906,1.0092936587501425e-17,-1.3844675661326122,-0.9484396017021784,2,Baixa gentrificació,-3.736753944114747,-1.5328123807795566,-0.44869075211464865,Desgentrificació
2020,Barri,baro de viver,-1.3611066032314054,-1.7860760766364283,2625,2233.0,0.0,44.0,348.0,,,,,1180.0,-1.222229411485083,0.4947502790593723,,0,-0.6307901987955719,0.1796378042854721,-0.6961952452190386,-1.7860760766364283,-0.2255761972550498,1.0092936587501425e-17,-1.1606505800791465,-0.78979663600765,2,Baixa gentrificació,-3.112360109490018,-1.2523082654980964,-0.44869075211464865,Desgentrificació
2021,Barri,baro de viver,-1.2522988312105583,-1.6186616505765574,2653,2226.0,0.0,43.0,384.0,465.0,384.0,864.0,507.0,1450.0,-1.20199465126065,-0.1729840809337202,,0,-0.6463706820237539,0.3396690166379614,-0.8757591878016427,-1.6186616505765574,-0.1533508326928962,1.0092936587501425e-17,-1.045697284023393,-0.7789964180520393,2,Baixa gentrificació,-3.0757642011669795,-1.5162883787922876,-0.44869075211464865,Desgentrificació
2022,Barri,baro de viver,,-2.254836469604067,2603,2207.0,0.0,47.0,349.0,412.0,398.0,868.0,508.0,1070.0,-1.2465111237544029,0.9876018304828462,,0,-0.594382436149928,0.1994226507359372,-0.1294546466357782,-2.254836469604067,-0.1974798927069954,1.0092936587501425e-17,-1.287598332272546,-0.7547833134133526,2,Baixa gentrificació,-2.978099557750065,-0.5883164990398243,-0.44869075211464865,Desgentrificació
2023,Barri,baro de viver,,-1.2168670280328673,2582,2191.0,0.0,41.0,350.0,382.0,410.0,867.0,522.0,1080.0,-1.2343702676197428,0.5344963719161041,,0,-0.6556233194841354,0.2188541855764497,-0.3499369478518193,-1.2168670280328673,-0.2183845669538428,1.0092936587501425e-17,-0.8253182838861404,-0.5137181061561746,2,Baixa gentrificació,-2.0193708227776286,-0.6334117752409179,-0.44869075211464865,Desgentrificació
2024,Barri,baro de viver,,-1.6856274210005058,2612,2188.0,0.0,41.0,383.0,,,,,1070.0,-1.242464171709516,-0.3160700152179554,,0,-0.660753983114242,0.3645096806687009,-0.7792670934637357,-1.6856274210005058,-0.1481221512227705,1.0092936587501425e-17,-1.0606330114842772,-0.7690927845838265,2,Baixa gentrificació,-3.0373132630003488,-1.4004639696360035,-0.44869075211464865,Desgentrificació
2025,Barri,baro de viver,,-1.4847301097286607,2678,2182.0,0.0,55.0,441.0,,,,,1060.0,-1.2141355073953095,-0.5704450095010383,,0,-0.524569789954144,0.6017772328129505,-0.892290258448174,-1.4847301097286607,0.0386037214294032,1.0092936587501425e-17,-0.8273410812453359,-0.7053853661671697,2,Baixa gentrificació,-2.801981902045138,-1.6448774299854376,-0.44869075211464865,Desgentrificació
2000,Barri,can baro,,,8858,8703.0,0.0,40.0,115.0,,,,,,,,,1,-0.975298460650084,-1.3928647501119833,0.0033723453127869,3.6921966638804284e-16,-1.1840816053810337,1.0092936587501425e-17,-0.955063979334856,-0.2358046174823705,0,Intermedi,-0.8269120524508289,0.8487799519847159,0.4043659034429637,Estable
2001,Barri,can baro,,,8848,8593.0,0.0,53.0,202.0,0.0,0.0,0.0,0.0,,,,,1,-0.9338219669144622,-1.2633788338469123,0.0033723453127869,3.6921966638804284e-16,-1.0986004003806873,1.0092936587501425e-17,-0.8861160120368606,-0.2187083764823012,0,Intermedi,-0.7672156275156065,0.7875048399096138,0.4043659034429637,Estable
