any,tipus_de_territori,territori,renda,preu_lloguer,poblacio_total,Espanya,No consta,Resta de la Unió Europea,Resta del món,Educació primària o inferior,Educació superior,Primera etapa d’educació secundària i similar,Segona etapa d’educació secundària i similar,atur,num_contractes,superficie_mitja,hut,territori_id
2011,Barri,la barceloneta,,,15749,11315.0,0.0,1693.0,2739.0,0.0,0.0,0.0,0.0,1463.0,,,,26
2012,Barri,la barceloneta,,,15712,11091.0,0.0,1846.0,2772.0,,,,,152.0,,,,26
2013,Barri,la barceloneta,,,15493,10755.0,0.0,2009.0,2726.0,,,,,1506.0,,,,26
2014,Barri,la barceloneta,,152.0,15107,10485.0,0.0,2074.0,2547.0,,,,,1409.0,5660.0,39.7,69.0,26
2015,Barri,la barceloneta,74.0176526581955,163.0,15037,10331.0,0.0,2178.0,2527.0,,,,,1278.0,7030.0,38.2,69.0,26
2016,Barri,la barceloneta,72.6844290957849,182.0,15068,10263.0,0.0,2290.0,2512.0,,,,,1223.0,7890.0,38.7,68.0,26
2017,Barri,la barceloneta,73.5281191829435,198.0,15101,9855.0,0.0,2526.0,2716.0,,,,,1062.0,8570.0,40.1,68.0,26
2018,Barri,la barceloneta,73.9280073359929,169.0,14893,9536.0,0.0,2576.0,2780.0,,,,,1049.0,4150.0,58.8,66.0,26
2019,Barri,la barceloneta,73.8595213375533,174.0,15173,9246.0,0.0,2868.0,3058.0,,,,,9910.0,3850.0,55.3,65.0,26
2020,Barri,la barceloneta,72.3333015094689,173.0,15112,8990.0,0.0,2893.0,3227.0,,,,,1002.0,2740.0,52.6,64.0,26
2021,Barri,la barceloneta,76.8711264393947,160.0,15125,8786.0,0.0,2759.0,3577.0,2076.0,5511.0,2772.0,3069.0,1444.0,3620.0,56.3,64.0,26
2022,Barri,la barceloneta,,188.0,14342,8472.0,0.0,2598.0,3270.0,1862.0,5311.0,2657.0,2977.0,8530.0,3410.0,56.1,64.0,26
2023,Barri,la barceloneta,,190.0,14274,8264.0,0.0,2619.0,3390.0,1745.0,5709.0,2572.0,3116.0,7700.0,2360.0,57.9,640.0,26
2024,Barri,la barceloneta,,200.0,14526,8247.0,0.0,2675.0,3603.0,,,,,8160.0,2050.0,55.3,850.0,26
2025,Barri,la barceloneta,,227.0,14749,8199.0,0.0,2753.0,3793.0,,,,,7960.0,4480.0,40.6,,26
2000,Barri,la bordeta,,,17677,17287.0,0.0,61.0,325.0,,,,,,,,,27
2001,Barri,la bordeta,,,17997,17312.0,0.0,65.0,617.0,0.0,0.0,0.0,0.0,,,,,27
2002,Barri,la bordeta,,,18429,17350.0,8.0,84.0,987.0,,,,,,,,,27
2003,Barri,la bordeta,,,18548,17055.0,0.0,134.0,1355.0,,,,,,,,,27
2004,Barri,la bordeta,,,18757,16857.0,0.0,169.0,1731.0,,,,,,,,,27
2005,Barri,la bordeta,,,18666,16592.0,0.0,210.0,1864.0,,,,,,,,,27
2006,Barri,la bordeta,,,18709,16321.0,0.0,262.0,2126.0,,,,,,,,,27
2007,Barri,la bordeta,,,18649,16278.0,0.0,396.0,1974.0,,,,,,,,,27
2008,Barri,la bordeta,,,18721,16162.0,0.0,470.0,2088.0,,,,,,,,,27
2009,Barri,la bordeta,,,18839,16153.0,0.0,498.0,2187.0,,,,,,,,,27
2010,Barri,la bordeta,,,18645,16055.0,0.0,514.0,2076.0,,,,,,,,,27
2011,Barri,la bordeta,,,18492,15942.0,0.0,448.0,2101.0,0.0,0.0,0.0,0.0,1221.0,,,,27
2012,Barri,la bordeta,,,18604,15991.0,0.0,440.0,2173.0,,,,,1305.0,,,,27
2013,Barri,la bordeta,,,18581,15997.0,0.0,511.0,2072.0,,,,,1285.0,,,,27
2014,Barri,la bordeta,,93.0,18397,15956.0,0.0,505.0,1934.0,,,,,1228.0,3720.0,69.6,42.0,27
2015,Barri,la bordeta,91.4618816371367,98.0,18384,16162.0,5.0,499.0,1718.0,,,,,1151.0,3070.0,68.3,42.0,27
2016,Barri,la bordeta,89.7915872839786,108.0,18518,16211.0,0.0,517.0,1788.0,,,,,1005.0,2680.0,65.7,44.0,27
2017,Barri,la bordeta,89.6179215324558,119.0,18561,16121.0,0.0,542.0,1896.0,,,,,8990.0,4200.0,69.1,44.0,27
2018,Barri,la bordeta,89.0820175486059,122.0,18833,16305.0,0.0,592.0,1933.0,,,,,8620.0,4500.0,67.6,44.0,27
2019,Barri,la bordeta,89.62077748519,128.0,19443,16507.0,0.0,679.0,2255.0,,,,,7970.0,3950.0,68.7,44.0,27
2020,Barri,la bordeta,90.7220027129441,130.0,19567,16478.0,0.0,731.0,2357.0,,,,,8210.0,3240.0,68.3,44.0,27
2021,Barri,la bordeta,93.0201169859777,123.0,19451,16317.0,0.0,745.0,2388.0,2376.0,7158.0,3405.0,3960.0,1089.0,4800.0,70.2,39.0,27
2022,Barri,la bordeta,,134.0,19227,16271.0,0.0,758.0,2196.0,2209.0,7311.0,3380.0,3959.0,7330.0,6930.0,69.9,30.0,27
2023,Barri,la bordeta,,211.0,19728,16219.0,6.0,812.0,2691.0,2151.0,7790.0,3335.0,4128.0,7290.0,5500.0,66.0,300.0,27
2024,Barri,la bordeta,,187.0,20392,16249.0,0.0,908.0,3232.0,,,,,7680.0,4260.0,66.1,350.0,27
2025,Barri,la bordeta,,182.0,21242,16355.0,7.0,985.0,3895.0,,,,,7520.0,4650.0,66.1,,27
2000,Barri,la clota,,,459,446.0,,0.0,13.0,,,,,,,,,28
2001,Barri,la clota,,,454,434.0,,0.0,20.0,0.0,0.0,0.0,0.0,,,,,28
2002,Barri,la clota,,,453,420.0,,0.0,33.0,,,,,,,,,28
2003,Barri,la clota,,,463,416.0,,0.0,46.0,,,,,,,,,28
2004,Barri,la clota,,,462,414.0,,0.0,47.0,,,,,,,,,28
2005,Barri,la clota,,,476,421.0,,0.0,52.0,,,,,,,,,28
2006,Barri,la clota,,,486,414.0,,6.0,66.0,,,,,,,,,28
2007,Barri,la clota,,,457,387.0,,10.0,60.0,,,,,,,,,28
2008,Barri,la clota,,,455,386.0,,11.0,58.0,,,,,,,,,28
2009,Barri,la clota,,,464,370.0,,12.0,82.0,,,,,,,,,28
2010,Barri,la clota,,,453,365.0,,12.0,76.0,,,,,,,,,28
2011,Barri,la clota,,,464,359.0,,12.0,93.0,0.0,0.0,0.0,0.0,220.0,,,,28
2012,Barri,la clota,,,452,347.0,,8.0,97.0,,,,,250.0,,,,28
2013,Barri,la clota,,,439,338.0,,11.0,90.0,,,,,250.0,,,,28
2014,Barri,la clota,,105.0,521,416.0,,8.0,97.0,,,,,250.0,80.0,39.3,,28
2015,Barri,la clota,85.4231686526447,80.0,542,452.0,,9.0,81.0,,,,,220.0,120.0,61.5,,28
2016,Barri,la clota,91.5745023609818,123.0,590,513.0,,8.0,69.0,,,,,200.0,150.0,55.7,,28
2017,Barri,la clota,85.4083349994679,151.0,611,546.0,,9.0,56.0,,,,,180.0,80.0,49.3,,28
2018,Barri,la clota,88.0801877848567,80.0,657,575.0,,10.0,72.0,,,,,170.0,140.0,65.1,,28
2019,Barri,la clota,85.2081305077256,114.0,686,591.0,,13.0,82.0,,,,,170.0,110.0,64.4,,28
2020,Barri,la clota,89.0036109585881,114.0,709,600.0,,28.0,81.0,,,,,160.0,90.0,61.8,,28
2021,Barri,la clota,92.9761744688893,121.0,698,590.0,,29.0,79.0,78.0,234.0,105.0,153.0,230.0,70.0,77.3,,28
2022,Barri,la clota,,,669,576.0,,23.0,70.0,71.0,226.0,108.0,139.0,160.0,50.0,67.0,,28
2023,Barri,la clota,,155.0,699,597.0,,20.0,82.0,76.0,239.0,113.0,137.0,260.0,90.0,60.4,,28
2024,Barri,la clota,,115.0,841,730.0,,16.0,95.0,,,,,270.0,180.0,83.1,,28
2025,Barri,la clota,,201.0,1071,892.0,,34.0,145.0,,,,,270.0,120.0,54.6,,28
2000,Barri,la dreta de leixample,,,39574,38119.0,6.0,548.0,901.0,,,,,,,,,29
2001,Barri,la dreta de leixample,,,39823,37772.0,8.0,688.0,1355.0,0.0,0.0,0.0,0.0,,,,,29
2002,Barri,la dreta de leixample,,,41359,38208.0,39.0,1029.0,2083.0,,,,,,,,,29
2003,Barri,la dreta de leixample,,,42271,37786.0,47.0,1353.0,3085.0,,,,,,,,,29
2004,Barri,la dreta de leixample,,,42147,36808.0,28.0,1626.0,3685.0,,,,,,,,,29
2005,Barri,la dreta de leixample,,,42439,36137.0,33.0,1994.0,4275.0,,,,,,,,,29
2006,Barri,la dreta de leixample,,,42888,35871.0,32.0,2387.0,4598.0,,,,,,,,,29
2007,Barri,la dreta de leixample,,,42277,35497.0,25.0,2945.0,3810.0,,,,,,,,,29
2008,Barri,la dreta de leixample,,,42735,35446.0,25.0,3348.0,3916.0,,,,,,,,,29
2009,Barri,la dreta de leixample,,,43410,35456.0,20.0,3741.0,4193.0,,,,,,,,,29
2010,Barri,la dreta de leixample,,,43063,35393.0,13.0,3652.0,4005.0,,,,,,,,,29
2011,Barri,la dreta de leixample,,,42856,35451.0,12.0,3323.0,4070.0,0.0,0.0,0.0,0.0,2071.0,,,,29
2012,Barri,la dreta de leixample,,,43285,35526.0,18.0,3529.0,4212.0,,,,,2223.0,,,,29
2013,Barri,la dreta de leixample,,,43399,35242.0,12.0,3965.0,4180.0,,,,,2209.0,,,,29
2014,Barri,la dreta de leixample,,101.0,43343,35044.0,10.0,4194.0,4095.0,,,,,2015.0,143.0,104.7,1747.0,29
2015,Barri,la dreta de leixample,129.886954574897,113.0,43558,35155.0,7.0,4245.0,4151.0,,,,,1794.0,1422.0,98.1,1747.0,29
2016,Barri,la dreta de leixample,136.207380540108,129.0,43692,34998.0,17.0,4388.0,4289.0,,,,,1669.0,1611.0,98.4,1653.0,29
2017,Barri,la dreta de leixample,136.089334718412,135.0,44224,34710.0,16.0,4599.0,4899.0,,,,,1466.0,1871.0,98.1,1653.0,29
2018,Barri,la dreta de leixample,134.345686551919,140.0,43853,34108.0,17.0,4664.0,5064.0,,,,,134.0,2212.0,98.8,1664.0,29
2019,Barri,la dreta de leixample,137.674100711671,144.0,44189,33531.0,14.0,5148.0,5496.0,,,,,1286.0,2077.0,99.3,1660.0,29
2020,Barri,la dreta de leixample,132.779905022727,142.0,44298,33034.0,13.0,5409.0,5842.0,,,,,1269.0,1628.0,98.9,1662.0,29
2021,Barri,la dreta de leixample,126.760623253678,131.0,44088,32116.0,10.0,5073.0,6889.0,2424.0,24807.0,3393.0,7722.0,1885.0,2313.0,98.6,1650.0,29
2022,Barri,la dreta de leixample,,150.0,44156,31611.0,8.0,5671.0,6866.0,2273.0,25505.0,3333.0,7595.0,1165.0,1808.0,100.3,1631.0,29
2023,Barri,la dreta de leixample,,166.0,44105,31090.0,9.0,5647.0,7359.0,2169.0,26490.0,3312.0,7549.0,1133.0,1514.0,102.6,1655.0,29
2024,Barri,la dreta de leixample,,168.0,44887,30939.0,12.0,5932.0,8004.0,,,,,1243.0,1188.0,101.8,1741.0,29
2025,Barri,la dreta de leixample,,174.0,45667,30740.0,17.0,6364.0,8546.0,,,,,1252.0,1197.0,99.7,,29
2000,Barri,la font de la guatlla,,,9352,9083.0,0.0,40.0,226.0,,,,,,,,,30
2001,Barri,la font de la guatlla,,,9404,8983.0,0.0,53.0,364.0,0.0,0.0,0.0,0.0,,,,,30
2002,Barri,la font de la guatlla,,,9731,9025.0,5.0,80.0,621.0,,,,,,,,,30
2003,Barri,la font de la guatlla,,,9873,8909.0,5.0,119.0,840.0,,,,,,,,,30
2004,Barri,la font de la guatlla,,,9929,8739.0,0.0,160.0,1027.0,,,,,,,,,30
2005,Barri,la font de la guatlla,,,10114,8606.0,0.0,198.0,1309.0,,,,,,,,,30
2006,Barri,la font de la guatlla,,,10157,8462.0,0.0,224.0,1469.0,,,,,,,,,30
2007,Barri,la font de la guatlla,,,10131,8367.0,0.0,321.0,1441.0,,,,,,,,,30
2008,Barri,la font de la guatlla,,,10075,8308.0,0.0,430.0,1333.0,,,,,,,,,30
2009,Barri,la font de la guatlla,,,10219,8307.0,0.0,479.0,1430.0,,,,,,,,,30
2010,Barri,la font de la guatlla,,,10281,8380.0,0.0,502.0,1399.0,,,,,,,,,30
2011,Barri,la font de la guatlla,,,10215,8348.0,0.0,479.0,1387.0,0.0,0.0,0.0,0.0,8460.0,,,,30
2012,Barri,la font de la guatlla,,,10275,8378.0,0.0,505.0,1391.0,,,,,8940.0,,,,30
2013,Barri,la font de la guatlla,,,10312,8370.0,0.0,566.0,1375.0,,,,,9060.0,,,,30
2014,Barri,la font de la guatlla,,106.0,10310,8404.0,0.0,600.0,1306.0,,,,,8780.0,2630.0,65.3,74.0,30
2015,Barri,la font de la guatlla,94.942499963849,113.0,10371,8464.0,0.0,625.0,1282.0,,,,,8140.0,2020.0,66.9,74.0,30
2016,Barri,la font de la guatlla,92.4195360996291,120.0,10316,8414.0,0.0,614.0,1287.0,,,,,7060.0,2630.0,66.1,73.0,30
2017,Barri,la font de la guatlla,92.9427786544535,130.0,10422,8401.0,0.0,637.0,1383.0,,,,,6270.0,2770.0,66.1,73.0,30
2018,Barri,la font de la guatlla,92.2770701760742,124.0,10307,8320.0,0.0,640.0,1346.0,,,,,5920.0,3650.0,68.5,73.0,30
2019,Barri,la font de la guatlla,91.7420489368046,128.0,10373,8167.0,0.0,731.0,1474.0,,,,,5460.0,3200.0,68.5,73.0,30
2020,Barri,la font de la guatlla,93.7060957885396,133.0,10377,8112.0,0.0,714.0,1551.0,,,,,5250.0,2390.0,67.0,73.0,30
2021,Barri,la font de la guatlla,94.2801259223424,128.0,10239,7933.0,0.0,661.0,1645.0,1191.0,4155.0,1680.0,2076.0,7810.0,3170.0,67.3,73.0,30
2022,Barri,la font de la guatlla,,141.0,10359,7904.0,0.0,682.0,1771.0,1172.0,4205.0,1844.0,2139.0,4610.0,2720.0,68.1,73.0,30
2023,Barri,la font de la guatlla,,158.0,10499,7836.0,7.0,676.0,1980.0,1184.0,4474.0,1831.0,2151.0,4870.0,2380.0,68.4,1310.0,30
2024,Barri,la font de la guatlla,,156.0,10699,7877.0,7.0,710.0,2105.0,,,,,4940.0,1640.0,67.3,1320.0,30
2025,Barri,la font de la guatlla,,159.0,10860,7854.0,0.0,753.0,2250.0,,,,,4820.0,1570.0,69.4,,30
2000,Barri,la font den fargues,,,9785,9705.0,0.0,35.0,44.0,,,,,,,,,31
2001,Barri,la font den fargues,,,9748,9625.0,0.0,41.0,81.0,0.0,0.0,0.0,0.0,,,,,31
2002,Barri,la font den fargues,,,9777,9579.0,0.0,51.0,144.0,,,,,,,,,31
2003,Barri,la font den fargues,,,9763,9499.0,0.0,59.0,203.0,,,,,,,,,31
2004,Barri,la font den fargues,,,9715,9388.0,0.0,76.0,251.0,,,,,,,,,31
2005,Barri,la font den fargues,,,9710,9319.0,0.0,95.0,296.0,,,,,,,,,31
2006,Barri,la font den fargues,,,9570,9104.0,0.0,107.0,359.0,,,,,,,,,31
2007,Barri,la font den fargues,,,9599,9139.0,0.0,163.0,297.0,,,,,,,,,31
2008,Barri,la font den fargues,,,9664,9124.0,0.0,190.0,349.0,,,,,,,,,31
2009,Barri,la font den fargues,,,9667,9059.0,0.0,219.0,387.0,,,,,,,,,31
2010,Barri,la font den fargues,,,9581,8968.0,0.0,230.0,382.0,,,,,,,,,31
2011,Barri,la font den fargues,,,9521,8934.0,0.0,212.0,375.0,0.0,0.0,0.0,0.0,7220.0,,,,31
2012,Barri,la font den fargues,,,9560,8929.0,0.0,222.0,409.0,,,,,7580.0,,,,31
2013,Barri,la font den fargues,,,9499,8906.0,0.0,217.0,376.0,,,,,7860.0,,,,31
2014,Barri,la font den fargues,,93.0,9437,8875.0,0.0,195.0,367.0,,,,,7630.0,930.0,75.5,2.0,31
2015,Barri,la font den fargues,112.458831489965,114.0,9399,8887.0,0.0,187.0,325.0,,,,,6870.0,1100.0,68.3,2.0,31
2016,Barri,la font den fargues,114.884121372312,119.0,9402,8918.0,0.0,177.0,307.0,,,,,6070.0,1230.0,64.9,4.0,31
2017,Barri,la font den fargues,112.523542601432,131.0,9390,8849.0,0.0,190.0,351.0,,,,,5400.0,1280.0,67.2,4.0,31
2018,Barri,la font den fargues,109.53288563953,121.0,9446,8821.0,0.0,236.0,389.0,,,,,5070.0,1380.0,70.8,4.0,31
2019,Barri,la font den fargues,111.040912993652,128.0,9506,8814.0,0.0,275.0,417.0,,,,,4720.0,1470.0,70.7,4.0,31
2020,Barri,la font den fargues,113.323666632581,129.0,9544,8725.0,0.0,313.0,506.0,,,,,4800.0,1080.0,73.2,4.0,31
2021,Barri,la font den fargues,114.067566125171,121.0,9505,8652.0,0.0,295.0,558.0,942.0,3990.0,1449.0,1932.0,6230.0,1470.0,70.5,4.0,31
2022,Barri,la font den fargues,,135.0,9527,8700.0,0.0,289.0,538.0,774.0,4105.0,1448.0,1920.0,4350.0,1180.0,67.4,4.0,31
2023,Barri,la font den fargues,,155.0,9709,8785.0,0.0,311.0,613.0,768.0,4293.0,1408.0,1970.0,4200.0,1270.0,68.9,40.0,31
2024,Barri,la font den fargues,,156.0,9837,8792.0,0.0,338.0,707.0,,,,,4310.0,1030.0,73.6,40.0,31
2025,Barri,la font den fargues,,146.0,9952,8781.0,0.0,348.0,823.0,,,,,4340.0,840.0,70.7,,31
2000,Barri,la guineueta,,,16497,16338.0,0.0,28.0,130.0,,,,,,,,,32
2001,Barri,la guineueta,,,16266,15975.0,0.0,27.0,263.0,0.0,0.0,0.0,0.0,,,,,32
2002,Barri,la guineueta,,,16052,15567.0,0.0,35.0,447.0,,,,,,,,,32
2003,Barri,la guineueta,,,15970,15236.0,0.0,61.0,670.0,,,,,,,,,32
2004,Barri,la guineueta,,,16079,15214.0,0.0,74.0,789.0,,,,,,,,,32
2005,Barri,la guineueta,,,15863,14913.0,0.0,99.0,850.0,,,,,,,,,32
2006,Barri,la guineueta,,,15695,14711.0,0.0,110.0,873.0,,,,,,,,,32
2007,Barri,la guineueta,,,15526,14571.0,0.0,191.0,763.0,,,,,,,,,32
2008,Barri,la guineueta,,,15428,14350.0,0.0,218.0,859.0,,,,,,,,,32
2009,Barri,la guineueta,,,15362,14225.0,0.0,227.0,910.0,,,,,,,,,32
2010,Barri,la guineueta,,,15299,14127.0,0.0,244.0,928.0,,,,,,,,,32
2011,Barri,la guineueta,,,15263,14028.0,0.0,223.0,1012.0,0.0,0.0,0.0,0.0,1265.0,,,,32
2012,Barri,la guineueta,,,15182,13966.0,0.0,220.0,996.0,,,,,1376.0,,,,32
2013,Barri,la guineueta,,,15126,13953.0,0.0,226.0,947.0,,,,,1421.0,,,,32
2014,Barri,la guineueta,,82.0,15057,13922.0,0.0,218.0,917.0,,,,,1364.0,2370.0,75.7,1.0,32
2015,Barri,la guineueta,90.6584318842849,82.0,15097,14033.0,0.0,217.0,847.0,,,,,1271.0,1880.0,68.0,1.0,32
2016,Barri,la guineueta,87.6389217137979,88.0,15050,13954.0,0.0,237.0,859.0,,,,,1122.0,2410.0,71.0,1.0,32
2017,Barri,la guineueta,87.115856559409,94.0,15247,14034.0,0.0,249.0,964.0,,,,,1015.0,2870.0,69.0,1.0,32
2018,Barri,la guineueta,87.2023810924099,101.0,15293,14029.0,0.0,250.0,1014.0,,,,,9730.0,3430.0,71.7,1.0,32
2019,Barri,la guineueta,85.6134075061342,105.0,15398,13917.0,0.0,273.0,1208.0,,,,,8970.0,2700.0,71.4,1.0,32
2020,Barri,la guineueta,88.0887313957608,106.0,15420,13777.0,0.0,290.0,1353.0,,,,,8860.0,2560.0,70.0,1.0,32
2021,Barri,la guineueta,89.9301863837342,97.0,15267,13526.0,0.0,267.0,1474.0,2352.0,4554.0,3195.0,3273.0,1162.0,2700.0,69.6,1.0,32
2022,Barri,la guineueta,,108.0,15056,13445.0,0.0,267.0,1340.0,2163.0,4664.0,3196.0,3194.0,8410.0,2750.0,70.6,1.0,32
2023,Barri,la guineueta,,122.0,15265,13440.0,5.0,263.0,1557.0,2059.0,4923.0,3181.0,3325.0,7870.0,1960.0,69.1,10.0,32
2024,Barri,la guineueta,,119.0,15373,13450.0,0.0,286.0,1636.0,,,,,8130.0,2060.0,74.6,10.0,32
2025,Barri,la guineueta,,125.0,15656,13512.0,0.0,296.0,1847.0,,,,,8130.0,1560.0,73.6,,32
2000,Barri,la marina de port,,,27385,26906.0,0.0,69.0,408.0,,,,,,,,,33
2001,Barri,la marina de port,,,27627,26845.0,0.0,86.0,693.0,0.0,0.0,0.0,0.0,,,,,33
2002,Barri,la marina de port,,,28103,26819.0,11.0,125.0,1148.0,,,,,,,,,33
2003,Barri,la marina de port,,,28536,26542.0,11.0,169.0,1814.0,,,,,,,,,33
2004,Barri,la marina de port,,,28813,26266.0,6.0,219.0,2322.0,,,,,,,,,33
2005,Barri,la marina de port,,,29224,26121.0,0.0,262.0,2837.0,,,,,,,,,33
2006,Barri,la marina de port,,,29585,25938.0,7.0,285.0,3355.0,,,,,,,,,33
2007,Barri,la marina de port,,,29430,25770.0,5.0,500.0,3155.0,,,,,,,,,33
2008,Barri,la marina de port,,,29714,25584.0,0.0,641.0,3486.0,,,,,,,,,33
2009,Barri,la marina de port,,,30137,25645.0,0.0,688.0,3800.0,,,,,,,,,33
2010,Barri,la marina de port,,,30108,25802.0,0.0,672.0,3632.0,,,,,,,,,33
2011,Barri,la marina de port,,,30238,25972.0,0.0,638.0,3626.0,0.0,0.0,0.0,0.0,2216.0,,,,33
2012,Barri,la marina de port,,,30445,26148.0,0.0,645.0,3651.0,,,,,236.0,,,,33
2013,Barri,la marina de port,,,30276,26098.0,0.0,657.0,3521.0,,,,,2437.0,,,,33
2014,Barri,la marina de port,,80.0,30051,26041.0,0.0,669.0,3340.0,,,,,2396.0,3920.0,69.2,6.0,33
2015,Barri,la marina de port,79.0195050853238,84.0,30237,26312.0,0.0,696.0,3228.0,,,,,2362.0,3540.0,67.7,6.0,33
2016,Barri,la marina de port,76.9595666790463,89.0,30397,26395.0,0.0,680.0,3321.0,,,,,2097.0,3800.0,65.9,7.0,33
2017,Barri,la marina de port,76.0141510896998,104.0,30622,26325.0,0.0,721.0,3574.0,,,,,1844.0,4020.0,70.0,7.0,33
2018,Barri,la marina de port,76.1618341111437,106.0,30751,26096.0,0.0,785.0,3869.0,,,,,1754.0,4630.0,71.3,7.0,33
2019,Barri,la marina de port,75.1560933901904,108.0,31087,25871.0,0.0,842.0,4374.0,,,,,1664.0,4110.0,71.8,7.0,33
2020,Barri,la marina de port,75.8746191434599,111.0,31352,25797.0,0.0,892.0,4661.0,,,,,1588.0,3170.0,71.6,6.0,33
2021,Barri,la marina de port,79.2796476835917,107.0,31092,25518.0,0.0,886.0,4687.0,4428.0,8298.0,7449.0,6522.0,2223.0,4720.0,70.6,6.0,33
2022,Barri,la marina de port,,106.0,30428,25144.0,0.0,903.0,4379.0,4063.0,8472.0,7387.0,6471.0,162.0,4350.0,68.0,6.0,33
2023,Barri,la marina de port,,126.0,30437,24880.0,0.0,907.0,4649.0,3862.0,8832.0,7290.0,6700.0,1533.0,3020.0,71.1,60.0,33
2024,Barri,la marina de port,,120.0,30960,24805.0,0.0,973.0,5181.0,,,,,1546.0,2830.0,71.1,60.0,33
2025,Barri,la marina de port,,131.0,31647,24805.0,0.0,997.0,5843.0,,,,,1499.0,2510.0,68.8,,33
2000,Barri,la marina del prat vermell,,,1805,1779.0,0.0,0.0,22.0,,,,,,,,,34
2001,Barri,la marina del prat vermell,,,1764,1737.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,,,,,34
2002,Barri,la marina del prat vermell,,,1672,1621.0,0.0,5.0,42.0,,,,,,,,,34
2003,Barri,la marina del prat vermell,,,1544,1496.0,0.0,6.0,40.0,,,,,,,,,34
2004,Barri,la marina del prat vermell,,,1456,1397.0,0.0,6.0,53.0,,,,,,,,,34
2005,Barri,la marina del prat vermell,,,1307,1244.0,0.0,5.0,58.0,,,,,,,,,34
2006,Barri,la marina del prat vermell,,,1248,1176.0,0.0,0.0,69.0,,,,,,,,,34
2007,Barri,la marina del prat vermell,,,1205,1132.0,0.0,5.0,68.0,,,,,,,,,34
2008,Barri,la marina del prat vermell,,,1190,1104.0,0.0,9.0,77.0,,,,,,,,,34
2009,Barri,la marina del prat vermell,,,1155,1069.0,0.0,5.0,81.0,,,,,,,,,34
2010,Barri,la marina del prat vermell,,,1135,1050.0,0.0,0.0,82.0,,,,,,,,,34
2011,Barri,la marina del prat vermell,,,1119,1025.0,0.0,6.0,88.0,0.0,0.0,0.0,0.0,1190.0,,,,34
2012,Barri,la marina del prat vermell,,,1150,1057.0,0.0,5.0,88.0,,,,,1430.0,,,,34
2013,Barri,la marina del prat vermell,,,1172,1062.0,0.0,12.0,98.0,,,,,1470.0,,,,34
2014,Barri,la marina del prat vermell,,54.0,1143,1027.0,0.0,16.0,100.0,,,,,1490.0,40.0,85.8,3.0,34
2015,Barri,la marina del prat vermell,60.3445464595206,66.0,1122,1024.0,0.0,13.0,85.0,,,,,1460.0,210.0,63.2,3.0,34
2016,Barri,la marina del prat vermell,59.8464758909752,59.0,1146,1059.0,0.0,8.0,79.0,,,,,1510.0,100.0,72.7,3.0,34
2017,Barri,la marina del prat vermell,62.2252846227148,,1151,1055.0,0.0,9.0,87.0,,,,,1250.0,40.0,93.3,3.0,34
2018,Barri,la marina del prat vermell,61.7457517628355,,1161,1055.0,0.0,11.0,95.0,,,,,1130.0,30.0,89.3,3.0,34
2019,Barri,la marina del prat vermell,59.0673375030087,71.0,1199,1068.0,0.0,12.0,119.0,,,,,990.0,630.0,53.0,3.0,34
2020,Barri,la marina del prat vermell,64.4989122538517,,1227,1060.0,0.0,13.0,154.0,,,,,960.0,50.0,64.0,3.0,34
2021,Barri,la marina del prat vermell,68.1582632956148,59.0,1356,1158.0,0.0,28.0,170.0,285.0,243.0,426.0,207.0,1380.0,70.0,80.7,3.0,34
2022,Barri,la marina del prat vermell,,72.0,1517,1298.0,0.0,41.0,178.0,269.0,303.0,462.0,249.0,1000.0,650.0,96.0,3.0,34
2023,Barri,la marina del prat vermell,,134.0,1678,1387.0,0.0,86.0,205.0,264.0,412.0,462.0,284.0,1060.0,930.0,56.0,30.0,34
2024,Barri,la marina del prat vermell,,87.0,1977,1513.0,0.0,129.0,335.0,,,,,1010.0,2140.0,69.4,30.0,34
2025,Barri,la marina del prat vermell,,174.0,2876,2149.0,0.0,214.0,513.0,,,,,960.0,780.0,82.8,,34
2000,Barri,la maternitat i sant ramon,,,24586,24004.0,0.0,175.0,406.0,,,,,,,,,35
2001,Barri,la maternitat i sant ramon,,,24523,23712.0,0.0,182.0,628.0,0.0,0.0,0.0,0.0,,,,,35
2002,Barri,la maternitat i sant ramon,,,24681,23410.0,13.0,251.0,1007.0,,,,,,,,,35
2003,Barri,la maternitat i sant ramon,,,24938,23138.0,14.0,349.0,1437.0,,,,,,,,,35
2004,Barri,la maternitat i sant ramon,,,24796,22740.0,0.0,405.0,1648.0,,,,,,,,,35
2005,Barri,la maternitat i sant ramon,,,24568,22249.0,0.0,446.0,1870.0,,,,,,,,,35
2006,Barri,la maternitat i sant ramon,,,24278,21764.0,0.0,496.0,2014.0,,,,,,,,,35
2007,Barri,la maternitat i sant ramon,,,23912,21517.0,0.0,663.0,1728.0,,,,,,,,,35
2008,Barri,la maternitat i sant ramon,,,23785,21287.0,0.0,704.0,1792.0,,,,,,,,,35
2009,Barri,la maternitat i sant ramon,,,23934,21183.0,0.0,763.0,1986.0,,,,,,,,,35
2010,Barri,la maternitat i sant ramon,,,23762,21138.0,0.0,738.0,1884.0,,,,,,,,,35
2011,Barri,la maternitat i sant ramon,,,23607,21067.0,0.0,637.0,1901.0,0.0,0.0,0.0,0.0,1309.0,,,,35
