any,tipus_de_territori,territori,renda,preu_lloguer,poblacio_total,Espanya,No consta,Resta de la Unió Europea,Resta del món,Educació primària o inferior,Educació superior,Primera etapa d’educació secundària i similar,Segona etapa d’educació secundària i similar,atur,num_contractes,superficie_mitja,hut,territori_id
2020,Barri,el besos i el maresme,59.2597026035637,119.0,25705,16742.0,0.0,1042.0,7917.0,,,,,1437.0,3150.0,63.5,32.0,8
2021,Barri,el besos i el maresme,62.6361536481762,113.0,26116,16820.0,0.0,977.0,8315.0,5142.0,4971.0,6690.0,5046.0,1965.0,4040.0,64.1,32.0,8
2022,Barri,el besos i el maresme,,121.0,26349,16979.0,0.0,1024.0,8342.0,4863.0,5286.0,6994.0,5095.0,1422.0,3780.0,65.9,32.0,8
2023,Barri,el besos i el maresme,,125.0,27892,17111.0,7.0,1032.0,9742.0,5033.0,6014.0,7293.0,5711.0,1316.0,3210.0,63.6,320.0,8
2024,Barri,el besos i el maresme,,134.0,30485,17484.0,7.0,1193.0,11801.0,,,,,1354.0,2110.0,63.6,320.0,8
2025,Barri,el besos i el maresme,,132.0,30724,17670.0,6.0,1221.0,11827.0,,,,,1345.0,2570.0,62.5,,8
2000,Barri,el bon pastor,,,9847,9764.0,0.0,11.0,72.0,,,,,,,,,9
2001,Barri,el bon pastor,,,9893,9736.0,0.0,15.0,142.0,0.0,0.0,0.0,0.0,,,,,9
2002,Barri,el bon pastor,,,10032,9692.0,0.0,18.0,320.0,,,,,,,,,9
2003,Barri,el bon pastor,,,10595,9930.0,0.0,21.0,642.0,,,,,,,,,9
2004,Barri,el bon pastor,,,11389,10496.0,0.0,38.0,855.0,,,,,,,,,9
2005,Barri,el bon pastor,,,11732,10591.0,0.0,63.0,1078.0,,,,,,,,,9
2006,Barri,el bon pastor,,,12041,10604.0,0.0,70.0,1367.0,,,,,,,,,9
2007,Barri,el bon pastor,,,12172,10544.0,0.0,141.0,1487.0,,,,,,,,,9
2008,Barri,el bon pastor,,,13089,10541.0,0.0,215.0,2333.0,,,,,,,,,9
2009,Barri,el bon pastor,,,13829,10590.0,0.0,274.0,2965.0,,,,,,,,,9
2010,Barri,el bon pastor,,,13809,10639.0,0.0,296.0,2874.0,,,,,,,,,9
2011,Barri,el bon pastor,,,13621,10645.0,0.0,308.0,2668.0,0.0,0.0,0.0,0.0,9670.0,,,,9
2012,Barri,el bon pastor,,,13198,10733.0,0.0,288.0,2176.0,,,,,1037.0,,,,9
2013,Barri,el bon pastor,,,12813,10844.0,0.0,312.0,1657.0,,,,,1067.0,,,,9
2014,Barri,el bon pastor,,81.0,12676,10883.0,0.0,308.0,1485.0,,,,,103.0,1590.0,63.4,1.0,9
2015,Barri,el bon pastor,72.1540561173227,88.0,12560,10972.0,0.0,237.0,1350.0,,,,,9610.0,1730.0,63.0,1.0,9
2016,Barri,el bon pastor,70.901851646417,87.0,12594,10987.0,0.0,248.0,1358.0,,,,,8650.0,1590.0,63.4,1.0,9
2017,Barri,el bon pastor,70.7160338774873,95.0,12582,10924.0,0.0,237.0,1421.0,,,,,7490.0,1670.0,67.4,1.0,9
2018,Barri,el bon pastor,70.953288563953,108.0,12740,10865.0,0.0,250.0,1625.0,,,,,6910.0,1850.0,64.9,1.0,9
2019,Barri,el bon pastor,69.819369950316,105.0,13126,10831.0,0.0,284.0,2011.0,,,,,6520.0,1580.0,67.4,1.0,9
2020,Barri,el bon pastor,69.6042678225353,119.0,13652,10796.0,0.0,289.0,2567.0,,,,,6730.0,1740.0,64.3,1.0,9
2021,Barri,el bon pastor,73.1949721628082,108.0,13730,10707.0,0.0,282.0,2741.0,2286.0,2979.0,3360.0,2739.0,8260.0,1650.0,64.8,1.0,9
2022,Barri,el bon pastor,,115.0,13553,10627.0,0.0,286.0,2640.0,2096.0,3031.0,3459.0,2771.0,6080.0,1630.0,67.4,1.0,9
2023,Barri,el bon pastor,,109.0,14434,10632.0,0.0,280.0,3522.0,2228.0,3390.0,3616.0,3127.0,5630.0,1810.0,72.9,10.0,9
2024,Barri,el bon pastor,,105.0,15798,10870.0,0.0,338.0,4589.0,,,,,5570.0,1800.0,74.9,10.0,9
2025,Barri,el bon pastor,,114.0,15918,10985.0,0.0,329.0,4603.0,,,,,5530.0,1510.0,66.2,,9
2000,Barri,el camp de larpa del clot,,,36381,35428.0,9.0,159.0,785.0,,,,,,,,,10
2001,Barri,el camp de larpa del clot,,,36593,34926.0,9.0,195.0,1463.0,0.0,0.0,0.0,0.0,,,,,10
2002,Barri,el camp de larpa del clot,,,38125,35304.0,13.0,298.0,2510.0,,,,,,,,,10
2003,Barri,el camp de larpa del clot,,,38542,34612.0,12.0,378.0,3540.0,,,,,,,,,10
2004,Barri,el camp de larpa del clot,,,38272,33823.0,5.0,468.0,3976.0,,,,,,,,,10
2005,Barri,el camp de larpa del clot,,,38486,33264.0,10.0,582.0,4630.0,,,,,,,,,10
2006,Barri,el camp de larpa del clot,,,38898,33087.0,13.0,756.0,5042.0,,,,,,,,,10
2007,Barri,el camp de larpa del clot,,,38586,32913.0,15.0,1070.0,4588.0,,,,,,,,,10
2008,Barri,el camp de larpa del clot,,,38786,32680.0,16.0,1289.0,4801.0,,,,,,,,,10
2009,Barri,el camp de larpa del clot,,,38839,32495.0,7.0,1407.0,4930.0,,,,,,,,,10
2010,Barri,el camp de larpa del clot,,,38350,32322.0,0.0,1404.0,4622.0,,,,,,,,,10
2011,Barri,el camp de larpa del clot,,,37951,32148.0,0.0,1254.0,4548.0,0.0,0.0,0.0,0.0,2701.0,,,,10
2012,Barri,el camp de larpa del clot,,,38168,32198.0,0.0,1297.0,4670.0,,,,,2895.0,,,,10
2013,Barri,el camp de larpa del clot,,,37977,31989.0,0.0,1383.0,4603.0,,,,,2889.0,,,,10
2014,Barri,el camp de larpa del clot,,97.0,37796,31977.0,0.0,1470.0,4348.0,,,,,2725.0,1059.0,65.1,270.0,10
2015,Barri,el camp de larpa del clot,96.7259659422671,106.0,38168,32406.0,0.0,1587.0,4172.0,,,,,2507.0,102.0,63.6,270.0,10
2016,Barri,el camp de larpa del clot,95.3821221343854,117.0,38130,32284.0,0.0,1664.0,4179.0,,,,,2276.0,1034.0,63.1,267.0,10
2017,Barri,el camp de larpa del clot,94.226712329094,130.0,38247,31920.0,6.0,1832.0,4489.0,,,,,2021.0,1239.0,63.6,267.0,10
2018,Barri,el camp de larpa del clot,93.7330238716182,130.0,38327,31613.0,5.0,2027.0,4682.0,,,,,1888.0,1398.0,64.9,265.0,10
2019,Barri,el camp de larpa del clot,92.6670684260254,135.0,38912,31461.0,0.0,2337.0,5110.0,,,,,1755.0,1302.0,66.0,266.0,10
2020,Barri,el camp de larpa del clot,95.1506730747329,136.0,39136,31019.0,9.0,2521.0,5587.0,,,,,1768.0,1067.0,66.5,266.0,10
2021,Barri,el camp de larpa del clot,96.4312299607567,130.0,38838,30473.0,9.0,2451.0,5905.0,3942.0,15954.0,6033.0,8160.0,233.0,1432.0,65.8,266.0,10
2022,Barri,el camp de larpa del clot,,141.0,38207,30104.0,7.0,2568.0,5528.0,3619.0,16129.0,5894.0,8030.0,1552.0,1186.0,66.1,267.0,10
2023,Barri,el camp de larpa del clot,,158.0,38343,29706.0,5.0,2634.0,5998.0,3480.0,16892.0,5789.0,8138.0,148.0,8940.0,65.6,2920.0,10
2024,Barri,el camp de larpa del clot,,156.0,39060,29710.0,6.0,2841.0,6503.0,,,,,1587.0,7770.0,65.4,2950.0,10
2025,Barri,el camp de larpa del clot,,160.0,39804,29790.0,6.0,3101.0,6907.0,,,,,1531.0,7510.0,64.6,,10
2000,Barri,el camp den grassot i gracia nova,,,33711,32912.0,0.0,236.0,560.0,,,,,,,,,11
2001,Barri,el camp den grassot i gracia nova,,,33697,32470.0,0.0,260.0,965.0,0.0,0.0,0.0,0.0,,,,,11
2002,Barri,el camp den grassot i gracia nova,,,34502,32538.0,19.0,380.0,1565.0,,,,,,,,,11
2003,Barri,el camp den grassot i gracia nova,,,34823,32066.0,18.0,513.0,2226.0,,,,,,,,,11
2004,Barri,el camp den grassot i gracia nova,,,34878,31629.0,0.0,657.0,2588.0,,,,,,,,,11
2005,Barri,el camp den grassot i gracia nova,,,34743,31070.0,0.0,792.0,2879.0,,,,,,,,,11
2006,Barri,el camp den grassot i gracia nova,,,35140,30975.0,0.0,964.0,3197.0,,,,,,,,,11
2007,Barri,el camp den grassot i gracia nova,,,34538,30568.0,0.0,1277.0,2689.0,,,,,,,,,11
2008,Barri,el camp den grassot i gracia nova,,,34696,30375.0,0.0,1547.0,2772.0,,,,,,,,,11
2009,Barri,el camp den grassot i gracia nova,,,34934,30215.0,0.0,1672.0,3046.0,,,,,,,,,11
2010,Barri,el camp den grassot i gracia nova,,,34630,30097.0,0.0,1609.0,2923.0,,,,,,,,,11
2011,Barri,el camp den grassot i gracia nova,,,34412,29995.0,0.0,1498.0,2919.0,0.0,0.0,0.0,0.0,2002.0,,,,11
2012,Barri,el camp den grassot i gracia nova,,,34732,30001.0,0.0,1652.0,3077.0,,,,,2148.0,,,,11
2013,Barri,el camp den grassot i gracia nova,,,34440,29869.0,0.0,1696.0,2874.0,,,,,2136.0,,,,11
2014,Barri,el camp den grassot i gracia nova,,104.0,34041,29635.0,6.0,1685.0,2715.0,,,,,1973.0,9370.0,70.0,230.0,11
2015,Barri,el camp den grassot i gracia nova,113.290354364573,113.0,33913,29814.0,9.0,1645.0,2445.0,,,,,1813.0,9410.0,67.4,230.0,11
2016,Barri,el camp den grassot i gracia nova,113.014194830439,125.0,34275,29941.0,13.0,1793.0,2528.0,,,,,1615.0,9030.0,68.4,229.0,11
2017,Barri,el camp den grassot i gracia nova,111.62464110506,136.0,34431,29774.0,13.0,1894.0,2750.0,,,,,1433.0,1129.0,67.6,229.0,11
2018,Barri,el camp den grassot i gracia nova,111.140198295765,138.0,34663,29680.0,12.0,1989.0,2982.0,,,,,1338.0,1352.0,69.2,227.0,11
2019,Barri,el camp den grassot i gracia nova,112.857003006908,147.0,35199,29519.0,0.0,2313.0,3363.0,,,,,1258.0,1256.0,69.5,224.0,11
2020,Barri,el camp den grassot i gracia nova,112.876937116205,141.0,35483,29313.0,0.0,2488.0,3679.0,,,,,1284.0,9440.0,70.5,223.0,11
2021,Barri,el camp den grassot i gracia nova,112.996403737008,137.0,35352,28887.0,0.0,2393.0,4068.0,2829.0,17418.0,4056.0,6648.0,1695.0,1445.0,67.9,221.0,11
2022,Barri,el camp den grassot i gracia nova,,151.0,35033,28314.0,8.0,2619.0,4092.0,2603.0,17545.0,4020.0,6615.0,1146.0,1164.0,69.3,220.0,11
2023,Barri,el camp den grassot i gracia nova,,167.0,35319,27897.0,11.0,2740.0,4671.0,2531.0,18237.0,3917.0,6787.0,1115.0,8810.0,72.4,2230.0,11
2024,Barri,el camp den grassot i gracia nova,,175.0,36412,27941.0,8.0,3011.0,5452.0,,,,,1193.0,7830.0,70.5,2250.0,11
2025,Barri,el camp den grassot i gracia nova,,171.0,36743,27979.0,8.0,3088.0,5668.0,,,,,1148.0,6860.0,68.5,,11
2000,Barri,el carmel,,,32803,32404.0,0.0,76.0,323.0,,,,,,,,,12
2001,Barri,el carmel,,,32541,31780.0,0.0,83.0,677.0,0.0,0.0,0.0,0.0,,,,,12
2002,Barri,el carmel,,,33097,31511.0,19.0,117.0,1450.0,,,,,,,,,12
2003,Barri,el carmel,,,33101,30800.0,19.0,143.0,2139.0,,,,,,,,,12
2004,Barri,el carmel,,,32908,30062.0,7.0,175.0,2664.0,,,,,,,,,12
2005,Barri,el carmel,,,32679,29346.0,0.0,238.0,3091.0,,,,,,,,,12
2006,Barri,el carmel,,,32610,28808.0,0.0,282.0,3519.0,,,,,,,,,12
2007,Barri,el carmel,,,32278,28222.0,0.0,510.0,3546.0,,,,,,,,,12
2008,Barri,el carmel,,,32264,27792.0,0.0,645.0,3826.0,,,,,,,,,12
2009,Barri,el carmel,,,32615,27789.0,0.0,737.0,4089.0,,,,,,,,,12
2010,Barri,el carmel,,,32337,27732.0,0.0,734.0,3871.0,,,,,,,,,12
2011,Barri,el carmel,,,32084,27603.0,0.0,711.0,3770.0,0.0,0.0,0.0,0.0,2464.0,,,,12
2012,Barri,el carmel,,,31986,27522.0,0.0,721.0,3743.0,,,,,2587.0,,,,12
2013,Barri,el carmel,,,31797,27394.0,0.0,761.0,3642.0,,,,,2683.0,,,,12
2014,Barri,el carmel,,86.0,31655,27348.0,0.0,776.0,3531.0,,,,,2599.0,6370.0,60.1,26.0,12
2015,Barri,el carmel,70.9087164799197,91.0,31449,27538.0,0.0,767.0,3142.0,,,,,2341.0,5590.0,59.2,26.0,12
2016,Barri,el carmel,69.2583767827945,98.0,31377,27381.0,0.0,790.0,3205.0,,,,,2068.0,6130.0,58.7,33.0,12
2017,Barri,el carmel,69.1521418697323,110.0,31583,27244.0,0.0,830.0,3508.0,,,,,1839.0,7150.0,57.4,33.0,12
2018,Barri,el carmel,69.7109406133684,113.0,31832,27060.0,0.0,889.0,3883.0,,,,,1727.0,7720.0,59.2,33.0,12
2019,Barri,el carmel,68.7764272037189,121.0,32175,26790.0,0.0,1019.0,4366.0,,,,,1609.0,7160.0,59.3,33.0,12
2020,Barri,el carmel,68.7415341655032,120.0,32512,26469.0,0.0,1149.0,4894.0,,,,,1637.0,5710.0,59.4,33.0,12
2021,Barri,el carmel,71.5493225875165,118.0,32724,26248.0,0.0,1136.0,5340.0,5592.0,7794.0,7929.0,6903.0,2126.0,7070.0,59.3,31.0,12
2022,Barri,el carmel,,127.0,32119,25984.0,0.0,1121.0,5013.0,5166.0,7946.0,7904.0,6891.0,1482.0,6580.0,59.3,32.0,12
2023,Barri,el carmel,,135.0,32512,25842.0,0.0,1110.0,5557.0,5009.0,8498.0,7838.0,7180.0,1407.0,5560.0,59.5,320.0,12
2024,Barri,el carmel,,136.0,33037,25870.0,0.0,1193.0,5971.0,,,,,1445.0,4900.0,60.3,340.0,12
2025,Barri,el carmel,,140.0,33694,25939.0,0.0,1263.0,6488.0,,,,,1452.0,4180.0,59.0,,12
2000,Barri,el clot,,,24199,23563.0,0.0,118.0,518.0,,,,,,,,,13
2001,Barri,el clot,,,24867,23873.0,0.0,144.0,848.0,0.0,0.0,0.0,0.0,,,,,13
2002,Barri,el clot,,,26150,24410.0,16.0,194.0,1530.0,,,,,,,,,13
2003,Barri,el clot,,,26627,24261.0,13.0,249.0,2104.0,,,,,,,,,13
2004,Barri,el clot,,,26599,23956.0,0.0,313.0,2329.0,,,,,,,,,13
2005,Barri,el clot,,,26841,23858.0,0.0,365.0,2618.0,,,,,,,,,13
2006,Barri,el clot,,,26869,23618.0,0.0,433.0,2817.0,,,,,,,,,13
2007,Barri,el clot,,,26748,23550.0,0.0,624.0,2572.0,,,,,,,,,13
2008,Barri,el clot,,,27076,23506.0,0.0,801.0,2768.0,,,,,,,,,13
2009,Barri,el clot,,,27544,23555.0,0.0,896.0,3091.0,,,,,,,,,13
2010,Barri,el clot,,,27497,23543.0,0.0,943.0,3009.0,,,,,,,,,13
2011,Barri,el clot,,,27362,23499.0,0.0,872.0,2987.0,0.0,0.0,0.0,0.0,1754.0,,,,13
2012,Barri,el clot,,,27315,23397.0,5.0,909.0,3004.0,,,,,1887.0,,,,13
2013,Barri,el clot,,,27179,23291.0,0.0,950.0,2934.0,,,,,1981.0,,,,13
2014,Barri,el clot,,96.0,27035,23285.0,0.0,1001.0,2746.0,,,,,1876.0,5810.0,68.8,50.0,13
2015,Barri,el clot,94.554013833118,103.0,26932,23363.0,0.0,1021.0,2544.0,,,,,1737.0,5530.0,67.2,50.0,13
2016,Barri,el clot,93.5209739110303,112.0,26928,23287.0,0.0,1046.0,2592.0,,,,,1564.0,5250.0,66.5,51.0,13
2017,Barri,el clot,91.8968119488335,124.0,27089,23176.0,0.0,1153.0,2758.0,,,,,1376.0,6720.0,66.1,51.0,13
2018,Barri,el clot,92.7013645831324,126.0,27050,22953.0,0.0,1240.0,2854.0,,,,,1288.0,7200.0,70.6,50.0,13
2019,Barri,el clot,91.5615266616132,132.0,27183,22798.0,0.0,1363.0,3019.0,,,,,1203.0,6480.0,68.4,50.0,13
2020,Barri,el clot,92.6334215516702,133.0,27082,22392.0,0.0,1510.0,3177.0,,,,,1215.0,5590.0,68.5,50.0,13
2021,Barri,el clot,97.0840836136921,129.0,26759,22049.0,0.0,1496.0,3211.0,2640.0,10527.0,4674.0,5514.0,1593.0,7350.0,68.0,48.0,13
2022,Barri,el clot,,136.0,26380,21673.0,0.0,1599.0,3105.0,2389.0,10713.0,4600.0,5509.0,1111.0,5830.0,69.9,46.0,13
2023,Barri,el clot,,154.0,26470,21573.0,0.0,1639.0,3255.0,2330.0,11219.0,4477.0,5589.0,10.0,4740.0,72.6,490.0,13
2024,Barri,el clot,,156.0,26767,21416.0,0.0,1816.0,3533.0,,,,,1042.0,4050.0,68.6,520.0,13
2025,Barri,el clot,,156.0,27103,21342.0,0.0,1902.0,3858.0,,,,,1035.0,4070.0,65.4,,13
2000,Barri,el coll,,,6670,6511.0,0.0,57.0,98.0,,,,,,,,,14
2001,Barri,el coll,,,6681,6459.0,0.0,61.0,157.0,0.0,0.0,0.0,0.0,,,,,14
2002,Barri,el coll,,,6854,6487.0,0.0,76.0,288.0,,,,,,,,,14
2003,Barri,el coll,,,7019,6438.0,0.0,115.0,463.0,,,,,,,,,14
2004,Barri,el coll,,,7142,6443.0,0.0,136.0,562.0,,,,,,,,,14
2005,Barri,el coll,,,7138,6353.0,0.0,169.0,615.0,,,,,,,,,14
2006,Barri,el coll,,,7203,6298.0,0.0,193.0,710.0,,,,,,,,,14
2007,Barri,el coll,,,7102,6275.0,0.0,251.0,574.0,,,,,,,,,14
2008,Barri,el coll,,,7304,6342.0,5.0,287.0,670.0,,,,,,,,,14
2009,Barri,el coll,,,7294,6256.0,0.0,330.0,706.0,,,,,,,,,14
2010,Barri,el coll,,,7227,6221.0,0.0,378.0,628.0,,,,,,,,,14
2011,Barri,el coll,,,7288,6221.0,0.0,362.0,705.0,0.0,0.0,0.0,0.0,3890.0,,,,14
2012,Barri,el coll,,,7291,6197.0,0.0,351.0,742.0,,,,,4180.0,,,,14
2013,Barri,el coll,,,7227,6149.0,0.0,352.0,726.0,,,,,4190.0,,,,14
2014,Barri,el coll,,95.0,7201,6167.0,0.0,362.0,672.0,,,,,3990.0,1740.0,62.4,13.0,14
2015,Barri,el coll,93.0989485294521,99.0,7351,6321.0,0.0,404.0,626.0,,,,,3660.0,1620.0,59.0,13.0,14
2016,Barri,el coll,91.0920807026513,112.0,7391,6373.0,0.0,397.0,621.0,,,,,3160.0,1980.0,60.2,20.0,14
2017,Barri,el coll,91.5397899191141,125.0,7428,6363.0,0.0,402.0,663.0,,,,,2880.0,1930.0,62.6,20.0,14
2018,Barri,el coll,90.7229237074617,122.0,7460,6353.0,0.0,386.0,721.0,,,,,2570.0,2230.0,63.8,20.0,14
2019,Barri,el coll,93.062106847632,127.0,7518,6303.0,0.0,450.0,765.0,,,,,2440.0,2140.0,66.0,20.0,14
2020,Barri,el coll,92.4812485552046,122.0,7617,6235.0,0.0,465.0,917.0,,,,,2650.0,1620.0,67.3,20.0,14
2021,Barri,el coll,93.4120879349373,127.0,7688,6214.0,0.0,443.0,1031.0,762.0,3090.0,1143.0,1566.0,3490.0,2310.0,63.5,20.0,14
2022,Barri,el coll,,129.0,7611,6162.0,0.0,458.0,991.0,698.0,3138.0,1135.0,1540.0,2190.0,1950.0,65.3,20.0,14
2023,Barri,el coll,,144.0,7740,6179.0,0.0,431.0,1130.0,712.0,3288.0,1145.0,1596.0,2450.0,1590.0,65.0,200.0,14
2024,Barri,el coll,,147.0,7943,6184.0,0.0,492.0,1267.0,,,,,2510.0,1540.0,64.9,200.0,14
2025,Barri,el coll,,152.0,8091,6207.0,0.0,554.0,1330.0,,,,,2530.0,1520.0,63.9,,14
2000,Barri,el congres i els indians,,,13482,13305.0,0.0,36.0,141.0,,,,,,,,,15
2001,Barri,el congres i els indians,,,13381,13076.0,0.0,43.0,261.0,0.0,0.0,0.0,0.0,,,,,15
2002,Barri,el congres i els indians,,,13514,13020.0,5.0,57.0,432.0,,,,,,,,,15
2003,Barri,el congres i els indians,,,13670,12823.0,6.0,82.0,759.0,,,,,,,,,15
2004,Barri,el congres i els indians,,,13707,12645.0,0.0,96.0,962.0,,,,,,,,,15
2005,Barri,el congres i els indians,,,13833,12556.0,0.0,125.0,1149.0,,,,,,,,,15
2006,Barri,el congres i els indians,,,13905,12428.0,0.0,153.0,1324.0,,,,,,,,,15
2007,Barri,el congres i els indians,,,13850,12337.0,0.0,269.0,1244.0,,,,,,,,,15
2008,Barri,el congres i els indians,,,13995,12214.0,0.0,331.0,1449.0,,,,,,,,,15
2009,Barri,el congres i els indians,,,14061,12116.0,0.0,351.0,1593.0,,,,,,,,,15
2010,Barri,el congres i els indians,,,13953,12066.0,0.0,385.0,1501.0,,,,,,,,,15
2011,Barri,el congres i els indians,,,13998,12065.0,0.0,384.0,1547.0,0.0,0.0,0.0,0.0,9170.0,,,,15
2012,Barri,el congres i els indians,,,14108,12088.0,0.0,365.0,1653.0,,,,,9650.0,,,,15
2013,Barri,el congres i els indians,,,14028,12071.0,0.0,350.0,1607.0,,,,,1004.0,,,,15
2014,Barri,el congres i els indians,,92.0,13923,12078.0,0.0,346.0,1499.0,,,,,9420.0,2840.0,66.1,4.0,15
2015,Barri,el congres i els indians,91.9204757770844,95.0,14046,12280.0,0.0,334.0,1432.0,,,,,8720.0,2400.0,67.9,4.0,15
2016,Barri,el congres i els indians,89.786522869449,104.0,14051,12290.0,0.0,351.0,1410.0,,,,,7750.0,2370.0,65.9,6.0,15
2017,Barri,el congres i els indians,89.0038455500368,114.0,14141,12272.0,0.0,407.0,1459.0,,,,,6770.0,3090.0,67.4,6.0,15
2018,Barri,el congres i els indians,88.8493096158814,119.0,14196,12250.0,0.0,416.0,1527.0,,,,,6370.0,3670.0,68.0,6.0,15
2019,Barri,el congres i els indians,88.8963083643784,121.0,14557,12304.0,0.0,485.0,1766.0,,,,,5960.0,3280.0,68.0,6.0,15
2020,Barri,el congres i els indians,89.0038532722767,125.0,14726,12287.0,0.0,538.0,1901.0,,,,,5850.0,2640.0,67.8,6.0,15
2021,Barri,el congres i els indians,92.3681412592511,117.0,14549,12113.0,0.0,517.0,1919.0,1671.0,5475.0,2304.0,3132.0,7920.0,3990.0,68.4,6.0,15
2022,Barri,el congres i els indians,,125.0,14319,12091.0,0.0,532.0,1694.0,1538.0,5527.0,2295.0,3103.0,5300.0,3100.0,69.1,6.0,15
2023,Barri,el congres i els indians,,140.0,14623,12148.0,0.0,507.0,1966.0,1465.0,5856.0,2330.0,3207.0,5300.0,2460.0,70.1,60.0,15
2024,Barri,el congres i els indians,,146.0,14945,12190.0,0.0,584.0,2169.0,,,,,5310.0,1990.0,67.2,60.0,15
2025,Barri,el congres i els indians,,142.0,15175,12319.0,0.0,649.0,2203.0,,,,,5380.0,2230.0,66.0,,15
2000,Barri,el fort pienc,,,28353,27468.0,0.0,222.0,660.0,,,,,,,,,16
2001,Barri,el fort pienc,,,28710,27263.0,7.0,267.0,1173.0,0.0,0.0,0.0,0.0,,,,,16
2002,Barri,el fort pienc,,,29749,27344.0,23.0,458.0,1924.0,,,,,,,,,16
2003,Barri,el fort pienc,,,30407,27059.0,24.0,622.0,2702.0,,,,,,,,,16
2004,Barri,el fort pienc,,,30537,26655.0,12.0,769.0,3101.0,,,,,,,,,16
2005,Barri,el fort pienc,,,30929,26309.0,12.0,972.0,3636.0,,,,,,,,,16
2006,Barri,el fort pienc,,,31505,26237.0,21.0,1161.0,4086.0,,,,,,,,,16
2007,Barri,el fort pienc,,,31121,26013.0,21.0,1534.0,3553.0,,,,,,,,,16
2008,Barri,el fort pienc,,,32159,25825.0,23.0,1910.0,4401.0,,,,,,,,,16
2009,Barri,el fort pienc,,,33079,25746.0,17.0,2123.0,5193.0,,,,,,,,,16
2010,Barri,el fort pienc,,,32648,25562.0,17.0,2059.0,5010.0,,,,,,,,,16
2011,Barri,el fort pienc,,,32387,25569.0,14.0,2014.0,4790.0,0.0,0.0,0.0,0.0,1901.0,,,,16
2012,Barri,el fort pienc,,,32286,25653.0,8.0,2149.0,4476.0,,,,,1987.0,,,,16
2013,Barri,el fort pienc,,,31755,25403.0,11.0,2289.0,4052.0,,,,,2039.0,,,,16
2014,Barri,el fort pienc,,100.0,31489,25265.0,9.0,2385.0,3830.0,,,,,1879.0,9100.0,78.1,343.0,16
2015,Barri,el fort pienc,104.789882905663,109.0,31548,25417.0,13.0,2340.0,3778.0,,,,,1715.0,8060.0,74.3,343.0,16
2016,Barri,el fort pienc,103.937413482918,118.0,31693,25379.0,17.0,2453.0,3844.0,,,,,1479.0,8700.0,74.9,331.0,16
2017,Barri,el fort pienc,104.416059978938,131.0,32137,25063.0,19.0,2699.0,4356.0,,,,,1368.0,1054.0,74.0,331.0,16
2018,Barri,el fort pienc,103.681311520454,131.0,32170,24765.0,10.0,2771.0,4624.0,,,,,1276.0,1191.0,76.1,331.0,16
2019,Barri,el fort pienc,104.366528475817,140.0,32738,24533.0,6.0,3093.0,5106.0,,,,,1206.0,1144.0,76.4,332.0,16
2020,Barri,el fort pienc,103.809074259938,139.0,33473,24267.0,7.0,3298.0,5901.0,,,,,1169.0,9140.0,75.8,332.0,16
2021,Barri,el fort pienc,105.077139679446,130.0,33445,23846.0,10.0,3231.0,6358.0,2922.0,15405.0,4065.0,6735.0,168.0,1398.0,75.6,330.0,16
2022,Barri,el fort pienc,,144.0,33445,23655.0,5.0,3404.0,6381.0,2735.0,15800.0,4172.0,6664.0,1063.0,1033.0,76.7,328.0,16
2023,Barri,el fort pienc,,161.0,34403,23354.0,0.0,3445.0,7600.0,2836.0,16815.0,4163.0,7044.0,1074.0,7700.0,77.2,3330.0,16
2024,Barri,el fort pienc,,159.0,36119,23311.0,10.0,3788.0,9010.0,,,,,1138.0,6200.0,77.2,3600.0,16
2025,Barri,el fort pienc,,155.0,36621,23397.0,10.0,4039.0,9175.0,,,,,1174.0,6380.0,78.4,,16
2000,Barri,el guinardo,,,34049,33360.0,0.0,160.0,527.0,,,,,,,,,17
2001,Barri,el guinardo,,,34282,33091.0,0.0,193.0,996.0,0.0,0.0,0.0,0.0,,,,,17
2002,Barri,el guinardo,,,35029,33047.0,16.0,268.0,1698.0,,,,,,,,,17
2003,Barri,el guinardo,,,35306,32494.0,14.0,349.0,2449.0,,,,,,,,,17
2004,Barri,el guinardo,,,35206,31933.0,0.0,433.0,2836.0,,,,,,,,,17
2005,Barri,el guinardo,,,35344,31610.0,5.0,546.0,3183.0,,,,,,,,,17
2006,Barri,el guinardo,,,35370,31090.0,9.0,622.0,3649.0,,,,,,,,,17
2007,Barri,el guinardo,,,35044,30703.0,5.0,856.0,3480.0,,,,,,,,,17
2008,Barri,el guinardo,,,35169,30387.0,6.0,996.0,3780.0,,,,,,,,,17
2009,Barri,el guinardo,,,35620,30364.0,6.0,1112.0,4138.0,,,,,,,,,17
2010,Barri,el guinardo,,,35669,30466.0,0.0,1163.0,4038.0,,,,,,,,,17
2011,Barri,el guinardo,,,35692,30564.0,0.0,1070.0,4057.0,0.0,0.0,0.0,0.0,2267.0,,,,17
2012,Barri,el guinardo,,,35656,30525.0,0.0,1109.0,4019.0,,,,,2474.0,,,,17
2013,Barri,el guinardo,,,35712,30448.0,0.0,1193.0,4068.0,,,,,2526.0,,,,17
2014,Barri,el guinardo,,92.0,35539,30593.0,0.0,1176.0,3768.0,,,,,2469.0,9180.0,66.8,54.0,17
2015,Barri,el guinardo,97.3450206609201,104.0,35784,31167.0,0.0,1200.0,3416.0,,,,,2215.0,8080.0,62.9,54.0,17
